_id,code_snippets,constraint,description.description_img_source,description.description_text,examples,kebabCaseName,name
63b595028ad4593d6b7b01e2,"[{""lang"":""Python3"",""langSlug"":""python3"",""code"":""class Solution:\n    def evalRPN(self, tokens: List[str]) -> int:\n        ""},{""lang"":""JavaScript"",""langSlug"":""javascript"",""code"":""/**\n * @param {string[]} tokens\n * @return {number}\n */\nvar evalRPN = function(tokens) {\n    \n};""}]","

1 <= tokens.length <= 104
tokens[i] is either an operator: ""+"", ""-"", ""*"", or ""/"", or an integer in the range [-200, 200].

",null,"You are given an array of strings tokens that represents an arithmetic expression in a Reverse Polish Notation.
Evaluate the expression. Return an integer that represents the value of the expression.
Note that:

The valid operators are '+', '-', '*', and '/'.
Each operand may be an integer or another expression.
The division between two integers always truncates toward zero.
There will not be any division by zero.
The input represents a valid arithmetic expression in a reverse polish notation.
The answer and all the intermediate calculations can be represented in a 32-bit integer.

 
","[{""example_text"":""\nInput: tokens = [\""2\"",\""1\"",\""+\"",\""3\"",\""*\""]\nOutput: 9\nExplanation: ((2 + 1) * 3) = 9\n"",""example_img_source"":null},{""example_text"":""\nInput: tokens = [\""4\"",\""13\"",\""5\"",\""/\"",\""+\""]\nOutput: 6\nExplanation: (4 + (13 / 5)) = 6\n"",""example_img_source"":null},{""example_text"":""\nInput: tokens = [\""10\"",\""6\"",\""9\"",\""3\"",\""+\"",\""-11\"",\""*\"",\""/\"",\""*\"",\""17\"",\""+\"",\""5\"",\""+\""]\nOutput: 22\nExplanation: ((10 * (6 / ((9 + 3) * -11))) + 17) + 5\n= ((10 * (6 / (12 * -11))) + 17) + 5\n= ((10 * (6 / -132)) + 17) + 5\n= ((10 * 0) + 17) + 5\n= (0 + 17) + 5\n= 17 + 5\n= 22\n"",""example_img_source"":null}]",evaluate-reverse-polish-notation,Evaluate Reverse Polish Notation
63b595038ad4593d6b7b01e3,"[{""lang"":""Python3"",""langSlug"":""python3"",""code"":""class Solution:\n    def generateParenthesis(self, n: int) -> List[str]:\n        ""},{""lang"":""JavaScript"",""langSlug"":""javascript"",""code"":""/**\n * @param {number} n\n * @return {string[]}\n */\nvar generateParenthesis = function(n) {\n    \n};""}]","

1 <= n <= 8

",null,"Given n pairs of parentheses, write a function to generate all combinations of well-formed parentheses.
 
","[{""example_text"":""Input: n = 3\nOutput: [\""((()))\"",\""(()())\"",\""(())()\"",\""()(())\"",\""()()()\""]\n"",""example_img_source"":null},{""example_text"":""Input: n = 1\nOutput: [\""()\""]\n"",""example_img_source"":null}]",generate-parentheses,Generate Parentheses
63b595038ad4593d6b7b01e4,"[{""lang"":""Python3"",""langSlug"":""python3"",""code"":""class Solution:\n    def dailyTemperatures(self, temperatures: List[int]) -> List[int]:\n        ""},{""lang"":""JavaScript"",""langSlug"":""javascript"",""code"":""/**\n * @param {number[]} temperatures\n * @return {number[]}\n */\nvar dailyTemperatures = function(temperatures) {\n    \n};""}]","

1 <= temperatures.length <= 105
30 <= temperatures[i] <= 100

",null,"Given an array of integers temperatures represents the daily temperatures, return an array answer such that answer[i] is the number of days you have to wait after the ith day to get a warmer temperature. If there is no future day for which this is possible, keep answer[i] == 0 instead.
 
","[{""example_text"":""Input: temperatures = [73,74,75,71,69,72,76,73]\nOutput: [1,1,4,2,1,1,0,0]\n"",""example_img_source"":null},{""example_text"":""Input: temperatures = [30,40,50,60]\nOutput: [1,1,1,0]\n"",""example_img_source"":null},{""example_text"":""Input: temperatures = [30,60,90]\nOutput: [1,1,0]\n"",""example_img_source"":null}]",daily-temperatures,Daily Temperatures
63b595048ad4593d6b7b01e5,"[{""lang"":""Python3"",""langSlug"":""python3"",""code"":""class Solution:\n    def carFleet(self, target: int, position: List[int], speed: List[int]) -> int:\n        ""},{""lang"":""JavaScript"",""langSlug"":""javascript"",""code"":""/**\n * @param {number} target\n * @param {number[]} position\n * @param {number[]} speed\n * @return {number}\n */\nvar carFleet = function(target, position, speed) {\n    \n};""}]","

n == position.length == speed.length
1 <= n <= 105
0 < target <= 106
0 <= position[i] < target
All the values of position are unique.
0 < speed[i] <= 106

",null,"There are n cars going to the same destination along a one-lane road. The destination is target miles away.
You are given two integer array position and speed, both of length n, where position[i] is the position of the ith car and speed[i] is the speed of the ith car (in miles per hour).
A car can never pass another car ahead of it, but it can catch up to it and drive bumper to bumper at the same speed. The faster car will slow down to match the slower car's speed. The distance between these two cars is ignored (i.e., they are assumed to have the same position).
A car fleet is some non-empty set of cars driving at the same position and same speed. Note that a single car is also a car fleet.
If a car catches up to a car fleet right at the destination point, it will still be considered as one car fleet.
Return the number of car fleets that will arrive at the destination.
 
","[{""example_text"":""\nInput: target = 12, position = [10,8,0,5,3], speed = [2,4,1,1,3]\nOutput: 3\nExplanation:\nThe cars starting at 10 (speed 2) and 8 (speed 4) become a fleet, meeting each other at 12.\nThe car starting at 0 does not catch up to any other car, so it is a fleet by itself.\nThe cars starting at 5 (speed 1) and 3 (speed 3) become a fleet, meeting each other at 6. The fleet moves at speed 1 until it reaches target.\nNote that no other cars meet these fleets before the destination, so the answer is 3.\n"",""example_img_source"":null},{""example_text"":""\nInput: target = 10, position = [3], speed = [3]\nOutput: 1\nExplanation: There is only one car, hence there is only one fleet.\n"",""example_img_source"":null},{""example_text"":""\nInput: target = 100, position = [0,2,4], speed = [4,2,1]\nOutput: 1\nExplanation:\nThe cars starting at 0 (speed 4) and 2 (speed 2) become a fleet, meeting each other at 4. The fleet moves at speed 2.\nThen, the fleet (speed 2) and the car starting at 4 (speed 1) become one fleet, meeting each other at 6. The fleet moves at speed 1 until it reaches target.\n"",""example_img_source"":null}]",car-fleet,Car Fleet
63b595058ad4593d6b7b01e6,"[{""lang"":""Python3"",""langSlug"":""python3"",""code"":""class Solution:\n    def largestRectangleArea(self, heights: List[int]) -> int:\n        ""},{""lang"":""JavaScript"",""langSlug"":""javascript"",""code"":""/**\n * @param {number[]} heights\n * @return {number}\n */\nvar largestRectangleArea = function(heights) {\n    \n};""}]","

1 <= heights.length <= 105
0 <= heights[i] <= 104

",null,"Given an array of integers heights representing the histogram's bar height where the width of each bar is 1, return the area of the largest rectangle in the histogram.
 
","[{""example_text"":""\nInput: heights = [2,1,5,6,2,3]\nOutput: 10\nExplanation: The above is a histogram where width of each bar is 1.\nThe largest rectangle is shown in the red area, which has an area = 10 units.\n"",""example_img_source"":""https://assets.leetcode.com/uploads/2021/01/04/histogram.jpg""},{""example_text"":""\nInput: heights = [2,4]\nOutput: 4\n"",""example_img_source"":""https://assets.leetcode.com/uploads/2021/01/04/histogram-1.jpg""}]",largest-rectangle-in-histogram,Largest Rectangle In Histogram
63b595068ad4593d6b7b01e7,"[{""lang"":""Python3"",""langSlug"":""python3"",""code"":""class Solution:\n    def search(self, nums: List[int], target: int) -> int:\n        ""},{""lang"":""JavaScript"",""langSlug"":""javascript"",""code"":""/**\n * @param {number[]} nums\n * @param {number} target\n * @return {number}\n */\nvar search = function(nums, target) {\n    \n};""}]","

1 <= nums.length <= 104
-104 < nums[i], target < 104
All the integers in nums are unique.
nums is sorted in ascending order.

",null,"Given an array of integers nums which is sorted in ascending order, and an integer target, write a function to search target in nums. If target exists, then return its index. Otherwise, return -1.
You must write an algorithm with O(log n) runtime complexity.
 
","[{""example_text"":""\nInput: nums = [-1,0,3,5,9,12], target = 9\nOutput: 4\nExplanation: 9 exists in nums and its index is 4\n"",""example_img_source"":null},{""example_text"":""\nInput: nums = [-1,0,3,5,9,12], target = 2\nOutput: -1\nExplanation: 2 does not exist in nums so return -1\n"",""example_img_source"":null}]",binary-search,Binary Search
63b595078ad4593d6b7b01e8,"[{""lang"":""Python3"",""langSlug"":""python3"",""code"":""class Solution:\n    def searchMatrix(self, matrix: List[List[int]], target: int) -> bool:\n        ""},{""lang"":""JavaScript"",""langSlug"":""javascript"",""code"":""/**\n * @param {number[][]} matrix\n * @param {number} target\n * @return {boolean}\n */\nvar searchMatrix = function(matrix, target) {\n    \n};""}]","

m == matrix.length
n == matrix[i].length
1 <= m, n <= 100
-104 <= matrix[i][j], target <= 104

",null,"You are given an m x n integer matrix matrix with the following two properties:

Each row is sorted in non-decreasing order.
The first integer of each row is greater than the last integer of the previous row.

Given an integer target, return true if target is in matrix or false otherwise.
You must write a solution in O(log(m * n)) time complexity.
 
","[{""example_text"":""\nInput: matrix = [[1,3,5,7],[10,11,16,20],[23,30,34,60]], target = 3\nOutput: true\n"",""example_img_source"":""https://assets.leetcode.com/uploads/2020/10/05/mat.jpg""},{""example_text"":""\nInput: matrix = [[1,3,5,7],[10,11,16,20],[23,30,34,60]], target = 13\nOutput: false\n"",""example_img_source"":""https://assets.leetcode.com/uploads/2020/10/05/mat2.jpg""}]",search-a-2d-matrix,Search A 2 D Matrix
63b595088ad4593d6b7b01e9,"[{""lang"":""Python3"",""langSlug"":""python3"",""code"":""class Solution:\n    def minEatingSpeed(self, piles: List[int], h: int) -> int:\n        ""},{""lang"":""JavaScript"",""langSlug"":""javascript"",""code"":""/**\n * @param {number[]} piles\n * @param {number} h\n * @return {number}\n */\nvar minEatingSpeed = function(piles, h) {\n    \n};""}]","

1 <= piles.length <= 104
piles.length <= h <= 109
1 <= piles[i] <= 109

",null,"Koko loves to eat bananas. There are n piles of bananas, the ith pile has piles[i] bananas. The guards have gone and will come back in h hours.
Koko can decide her bananas-per-hour eating speed of k. Each hour, she chooses some pile of bananas and eats k bananas from that pile. If the pile has less than k bananas, she eats all of them instead and will not eat any more bananas during this hour.
Koko likes to eat slowly but still wants to finish eating all the bananas before the guards return.
Return the minimum integer k such that she can eat all the bananas within h hours.
 
","[{""example_text"":""\nInput: piles = [3,6,7,11], h = 8\nOutput: 4\n"",""example_img_source"":null},{""example_text"":""\nInput: piles = [30,11,23,4,20], h = 5\nOutput: 30\n"",""example_img_source"":null},{""example_text"":""\nInput: piles = [30,11,23,4,20], h = 6\nOutput: 23\n"",""example_img_source"":null}]",koko-eating-bananas,Koko Eating Bananas
63b595098ad4593d6b7b01ea,"[{""lang"":""Python3"",""langSlug"":""python3"",""code"":""class Solution:\n    def findMin(self, nums: List[int]) -> int:\n        ""},{""lang"":""JavaScript"",""langSlug"":""javascript"",""code"":""/**\n * @param {number[]} nums\n * @return {number}\n */\nvar findMin = function(nums) {\n    \n};""}]","

n == nums.length
1 <= n <= 5000
-5000 <= nums[i] <= 5000
All the integers of nums are unique.
nums is sorted and rotated between 1 and n times.

",null,"Suppose an array of length n sorted in ascending order is rotated between 1 and n times. For example, the array nums = [0,1,2,4,5,6,7] might become:

[4,5,6,7,0,1,2] if it was rotated 4 times.
[0,1,2,4,5,6,7] if it was rotated 7 times.

Notice that rotating an array [a[0], a[1], a[2], ..., a[n-1]] 1 time results in the array [a[n-1], a[0], a[1], a[2], ..., a[n-2]].
Given the sorted rotated array nums of unique elements, return the minimum element of this array.
You must write an algorithm that runs in O(log n) time.
 
","[{""example_text"":""\nInput: nums = [3,4,5,1,2]\nOutput: 1\nExplanation: The original array was [1,2,3,4,5] rotated 3 times.\n"",""example_img_source"":null},{""example_text"":""\nInput: nums = [4,5,6,7,0,1,2]\nOutput: 0\nExplanation: The original array was [0,1,2,4,5,6,7] and it was rotated 4 times.\n"",""example_img_source"":null},{""example_text"":""\nInput: nums = [11,13,15,17]\nOutput: 11\nExplanation: The original array was [11,13,15,17] and it was rotated 4 times. \n"",""example_img_source"":null}]",find-minimum-in-rotated-sorted-array,Find Minimum In Rotated Sorted Array
63b5950a8ad4593d6b7b01eb,"[{""lang"":""Python3"",""langSlug"":""python3"",""code"":""class Solution:\n    def search(self, nums: List[int], target: int) -> int:\n        ""},{""lang"":""JavaScript"",""langSlug"":""javascript"",""code"":""/**\n * @param {number[]} nums\n * @param {number} target\n * @return {number}\n */\nvar search = function(nums, target) {\n    \n};""}]","

1 <= nums.length <= 5000
-104 <= nums[i] <= 104
All values of nums are unique.
nums is an ascending array that is possibly rotated.
-104 <= target <= 104

",null,"There is an integer array nums sorted in ascending order (with distinct values).
Prior to being passed to your function, nums is possibly rotated at an unknown pivot index k (1 <= k < nums.length) such that the resulting array is [nums[k], nums[k+1], ..., nums[n-1], nums[0], nums[1], ..., nums[k-1]] (0-indexed). For example, [0,1,2,4,5,6,7] might be rotated at pivot index 3 and become [4,5,6,7,0,1,2].
Given the array nums after the possible rotation and an integer target, return the index of target if it is in nums, or -1 if it is not in nums.
You must write an algorithm with O(log n) runtime complexity.
 
","[{""example_text"":""Input: nums = [4,5,6,7,0,1,2], target = 0\nOutput: 4\n"",""example_img_source"":null},{""example_text"":""Input: nums = [4,5,6,7,0,1,2], target = 3\nOutput: -1\n"",""example_img_source"":null},{""example_text"":""Input: nums = [1], target = 0\nOutput: -1\n"",""example_img_source"":null}]",search-in-rotated-sorted-array,Search In Rotated Sorted Array
63b5950c8ad4593d6b7b01ec,"[{""lang"":""Python3"",""langSlug"":""python3"",""code"":""class TimeMap:\n\n    def __init__(self):\n        \n\n    def set(self, key: str, value: str, timestamp: int) -> None:\n        \n\n    def get(self, key: str, timestamp: int) -> str:\n        \n\n\n# Your TimeMap object will be instantiated and called as such:\n# obj = TimeMap()\n# obj.set(key,value,timestamp)\n# param_2 = obj.get(key,timestamp)""},{""lang"":""JavaScript"",""langSlug"":""javascript"",""code"":""\nvar TimeMap = function() {\n    \n};\n\n/** \n * @param {string} key \n * @param {string} value \n * @param {number} timestamp\n * @return {void}\n */\nTimeMap.prototype.set = function(key, value, timestamp) {\n    \n};\n\n/** \n * @param {string} key \n * @param {number} timestamp\n * @return {string}\n */\nTimeMap.prototype.get = function(key, timestamp) {\n    \n};\n\n/** \n * Your TimeMap object will be instantiated and called as such:\n * var obj = new TimeMap()\n * obj.set(key,value,timestamp)\n * var param_2 = obj.get(key,timestamp)\n */""}]","

1 <= key.length, value.length <= 100
key and value consist of lowercase English letters and digits.
1 <= timestamp <= 107
All the timestamps timestamp of set are strictly increasing.
At most 2 * 105 calls will be made to set and get.

",null,"Design a time-based key-value data structure that can store multiple values for the same key at different time stamps and retrieve the key's value at a certain timestamp.
Implement the TimeMap class:

TimeMap() Initializes the object of the data structure.
void set(String key, String value, int timestamp) Stores the key key with the value value at the given time timestamp.
String get(String key, int timestamp) Returns a value such that set was called previously, with timestamp_prev <= timestamp. If there are multiple such values, it returns the value associated with the largest timestamp_prev. If there are no values, it returns """".

 
","[{""example_text"":""\nInput\n[\""TimeMap\"", \""set\"", \""get\"", \""get\"", \""set\"", \""get\"", \""get\""]\n[[], [\""foo\"", \""bar\"", 1], [\""foo\"", 1], [\""foo\"", 3], [\""foo\"", \""bar2\"", 4], [\""foo\"", 4], [\""foo\"", 5]]\nOutput\n[null, null, \""bar\"", \""bar\"", null, \""bar2\"", \""bar2\""]\n\nExplanation\nTimeMap timeMap = new TimeMap();\ntimeMap.set(\""foo\"", \""bar\"", 1);  // store the key \""foo\"" and value \""bar\"" along with timestamp = 1.\ntimeMap.get(\""foo\"", 1);         // return \""bar\""\ntimeMap.get(\""foo\"", 3);         // return \""bar\"", since there is no value corresponding to foo at timestamp 3 and timestamp 2, then the only value is at timestamp 1 is \""bar\"".\ntimeMap.set(\""foo\"", \""bar2\"", 4); // store the key \""foo\"" and value \""bar2\"" along with timestamp = 4.\ntimeMap.get(\""foo\"", 4);         // return \""bar2\""\ntimeMap.get(\""foo\"", 5);         // return \""bar2\""\n"",""example_img_source"":null}]",time-based-key-value-store,Time Based Key Value Store
